Webpage URL,question,answer
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Priority for consideration,"Where eligible applicants exceed the number of program spaces, priority order for consideration is: (a) Ontario permanent residents, (b) permanent residents of other Canadian provinces/territories, and (c) applicants from other countries."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Oversubscribed programs,"A program is considered oversubscribed when the number of qualified applicants exceeds the number of offers being sent. Most oversubscribed programs do not accept applications later than February 1 (for fall programs), July 15 (for winter programs), and November 1 (for spring programs). Many oversubscribed programs are full after the first round of admission decisions is made. This means that admission decisions are based on the marks available in early February. This may be a combination of final grades in required courses, mid-term grades in required courses, or marks from relevant grade 11 courses. If the program is full prior to the college receiving second semester mid-term grades, we will NOT re-calculate the academic strength based on the second semester grades. However, we will use available second semester grades to determine the position on the wait list of applicants who have received a wait list offer. Bachelor of Science - Nursing (Honours)                                                                                                                                             Carpentry and Renovation Technician (Optional Co-op)                                                                                                                                             Commercial Flight Operations                                                                                                                                             Construction Techniques                                                                                                                                             Electrical Technician - Industrial (Co-op)                                                                                                                                             Electrical Techniques                                                                                                                                             Heating, Refrigeration and Air Conditioning Technician                                                                                                                                             Medical Laboratory Assistant/Technician                                                                                                                                             Medical Laboratory Science                                                                                                                                             Paramedic                                                                                                                                             Pharmacy Technician                                                                                                                                             Powerline Technician (Co-op)                                                                                                                                             Practical Nursing                                                                                                                                             Pre-Service Firefighter Education and Training                                                                                                                                             Respiratory Therapy                                                                                                                                             Veterinary Assistant                                                                                                                                             Veterinary Technician Students living outside of Ontario are not eligible for oversubscribed programs. If your transcripts are from outside of Canada, you will need to obtain a course-by-course comprehensive evaluation. You can use an approved provider of credential evaluation services such as ICAS or WES, or you can request a credential evaluation through the college using the Assessment of International Credentials for Admissions and Credit Transfer online form. Please request this evaluation at least six weeks prior to the equal consideration date to ensure we have enough time to process your application."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Mature student status,"A mature student is one who is 19 years of age or older as of the first day of classes without an Ontario Secondary School Diploma (OSSD), or equivalent. If you possess an OSSD, regardless of your age or number of years out of high school, you will be considered on the basis of your OSSD and mature student status does not apply. If specific subject requirements are indicated, all applicants must possess those subject requirements regardless of whether they are applying as mature students; however, college, university and upgrading equivalencies may be used if applicants do not possess the appropriate subject requirements or wish to improve their grades. Mature students must demonstrate their potential to work at the post-secondary level in one of two ways: by successfully completing equivalency testing in English and/or mathematics; or                                                                                                                                             by completing a program of academic upgrading at a level appropriate to the program of choice. Applicants who have been out of high school for several years should contact our academic upgrading office to assess, review and refresh academic skills to be well-prepared for success at the post-secondary level. Participating in academic upgrading also provides applicants with the opportunity to increase their marks for competitive college programs. The college offers several ways for applicants to enhance their basic skills and improve their chances for admission on either a full-time or part-time basis. The Academic and Career Entrance certificate (ACE) is recognized as a Grade 12 equivalent for the purpose of admission at all Ontario Colleges of Applied Arts and Technology for apprenticeship training and by many major employers. For program and course information, contact the College Information Centre at 519-748-5220, ext. 3656."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Home-schooled applicants,"Conestoga welcomes applications from home-schooled applicants. Home-schooled applicants must meet the appropriate admission requirements, including subject requirements and any other college or program-specific criteria. Home-schooled applicants must provide the appropriate pre-requisite courses on official transcripts from an accredited Ontario school and meet the required admission average(s). Where appropriate, the home-schooled applicant may present test results to meet specific subject requirements. Home-schooled applicants may obtain an Academic and Career Entrance certificate (ACE) by successfully completing the required courses."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Readmission to a program,"Students are required to apply for readmission when they have been absent from their program for one term or longer, or when the student has withdrawn or been discontinued. Upon readmission, students are placed into the current program of study which determines graduation requirements. Students are subject to the college and program policies and procedures in place at the time of readmission. The application for readmission will be reviewed by the Academic team based on space eligibility, academic eligibility, and the student’s progress related to readmission requirements. Depending on the reason for interruption of studies, this review may include, but is not limited to, an interview and examination of any of the following: Health records and current health assessment                                                                                                                                             Transcripts – All post-secondary transcripts must be submitted                                                                                                                                             Diagnostic and/or academic testing                                                                                                                                             Documents related to any self-directed learning activity that has occurred since interruption of studies Students applying for readmission to Level/Term 1 must do so through ontariocolleges.ca. Students applying for readmission to a level beyond Level/Term 1 must do so using the Advanced Standing Application Form. Applicable fees will be charged. For more information, refer to the Readmission Procedure (pdf)."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Freedom of Information,"Under current provincial law, a student’s records are considered confidential and will be released to a third party only upon the written authorization of the student or by exception as noted under the Release of Information section of the Guide. Information collected in student records will be used to administer the programs and activities of the college. While student records are the property of the college, students have the right to view their own records upon request. Student records may include personal, academic and non-academic information (for example, identification photographs)."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Student record,"Refers to the collection of data dealing with an individual who is associated with a program or course of study at the college. Most of the data is categorized as academic, personal and/or financial and is maintained by the registrar’s office. The Official College Record for each student is a permanent record consisting minimally of the student’s name, student number, personal data, achievement, and academic decisions and should be maintained for a minimum of 55 years."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Academic record,"Consists of academic activity (program/course registration, achievement, transfer credits and academic standing) at the College."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Personal record,"Consists of biographical data and may include previous educational achievements such as secondary school records. Please ensure that the address in the registrar's system is the correct one for mailing purposes. Students can update their contact information (address and phone numbers) through the Student Portal. To make changes to formal information (legal name, SIN, marital status, preferred name, citizenship status, and date of birth) in the student record, submit a Personal Information Change Form. This form can be found in the Student Portal under the 'Services' tab and the 'My Forms' button."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Financial record,Consists of financial transactions with the College relating specifically to tuition and incidental fees.
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Accuracy of the student record,"The student is personally responsible for the completeness and accuracy of their student record, which is maintained by the Registrar’s Office. This includes mailing address, personal data and achievement. It is also the responsibility of the student to ensure that their program requirements are being met."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,MyCreds TM,"The Registrar's Office uses MyCreds to issue digital transcripts. MyCreds is a digital wallet that provides secure access to academic credentials students can share with colleges, universities, employers, immigration authorities, and other third parties. Please visit Grading & transcripts or MyCreds.ca for answers to frequently asked questions."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Attendance,Attendance expectations should be clarified with each teacher and should be informed of the reasons for any absences that may occur.
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,"Full-time, part-time status in a program","A full-time student is one enrolled for at least 70 per cent of the hours, or 66 2/3 per cent of the courses in the current session/level of the program design. Students not meeting these criteria are considered part-time. Course changes may affect the student's status, which is determined each session by the registrar’s office and may impact OSAP eligibility."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Credit Transfer,"Exemption/Credit Transfer is granted to students who have previously achieved the learning outcomes at Conestoga College or another post-secondary institution and have proven that they have comparable or equivalent learning. The maximum credit allowed through Credit Transfer and credits obtained through Prior Learning Assessment and Recognition (PLAR) is 75 percent of the program credits for diploma and certificate programs and 50 percent of program credits for degree programs. Therefore, at least 25 percent of the program credits for diploma and certificate programs and 50 percent for degree programs must be taken under the direct supervision of Conestoga College faculty. To apply: The registered student submits a Credit Transfer Request through the Student Portal, including the required documents. Applications sent via email will not be considered. Once a decision is made, students will be notified through their Conestoga email account. For more information about credit transfers and how to apply, visit Credit Transfer. Note: Requests for credit transfer may take several weeks to review; therefore, students are encouraged to submit their Credit Transfer Request and all supporting documents prior to the start of the semester.                                                                                                                                             Approval of an exemption will affect scheduling and may affect fees and OSAP eligibility.                                                                                                                                             When a student moves from one Conestoga College program to another and where course numbers/codes are identical or equivalent, automatic credit is given if course passing grades are met. The course grade from the original course will stand.                                                                                                                                             All exemptions can be viewed on the Student Portal (on the “My Grades” tab select ‘View Achievement Report’)."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Course changes (add/drop),"Students may add/drop courses through the Student Portal when timetables are made available. If a student is unable to make a course change(s) through the Student Portal, they can submit a Course Change Request Form found in the Student Portal, under the ""Services"" tab,& ""My Forms"" sub-tab. Meet with your program coordinator if the option you need is inaccessible on the form. Adding/dropping courses may affect a student's status (full-time/part-time). For students receiving financial aid, a status change may affect the student's entitlement and the student should consult with                                                                                                                                              Students who are on Academic Probation may have additional restrictions placed on course registration and changes to enrolment. Contact your program coordinator and/or the chair of your program if you have any questions.                                                                                                                                             A course may be repeated in the case of a failure or to improve competency, or to upgrade a mark. However, the original mark remains on the student record."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,"ECC (Elective, COMM, CDEV) course changes","Certain programs allow students to add core courses and electives through the Student Portal when timetables are made available. If a student is unable to make a course change(s) through the Student Portal, they can submit a Course Change Request Form found in the Student Portal, under the ""Services"" tab, ""My Forms"" sub-tab. Adding/dropping courses may affect a student's status (full-time/part-time). For students receiving financial aid, a status change may affect the student's entitlement and the student should consult with Student Financial Services for clarification.                                                                                                                                              Students who are on Academic Probation may have additional restrictions placed on course registration and changes to enrolment. Contact your program coordinator and/or the chair of your program if you have any questions.                                                                                                                                             A course may be repeated in the case of a failure or to improve competency, or to upgrade a mark. However, the original mark remains on the student record."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Course audit,"Audit status must be clearly specified at the time of registration in the course. Students auditing a course are restricted solely to the role of observers in the class. They must not write examinations, have course evaluations performed for them, or make comments during class. A credit standing will not be granted for an audited course. Permission to audit a course will not be granted until the number of students taking the course for credit is known. Priority will always go to students taking a course for credit. The student in a full-time program is required to follow the same process as adding a course."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Completion of form/request for a letter,"Do you need a letter stating that you have been accepted, enrolled or that you have graduated?                                                                                                                                             Do you need a verification of enrolment letter for your Registered Education Savings Plan (RESP)?                                                                                                                                             Do you need a special or customized letter for an employer, day care or insurance company?                                                                                                                                             Do you have a document that requires an official Conestoga seal or stamp? 1. Online (Free of Charge) To generate a letter free of charge, log on to the Student Portal and select the ‘Services’ tab then select “Print A Letter’. You will be presented with a drop down box with the four letter types: Accepted and Confirmed Letter                                                                                                                                     1. program title, start/end date, and session start/end date.                                                                                                                                                                                       Currently Enrolled Letter                                                                                                                                     1. program title, start date, full time status, program start/end date, session start/end date                                                                                                                                                                                       Proof of Program Completion Letter                                                                                                                                     1.program title, program start date/completion date                                                                                                                                                                                       RESP – Verification of Enrolment                                                                                                                                     1. program title, start date, co-op program, current start date, full-time status, program length, level entering and credential type 1.1 Do not submit this letter to Conestoga, it must be submitted to the institution (e.g. bank) administering your RESP. NOTE: Online standard letters above cannot be modified to include additional or different information. Important Note Regarding Canada Pension Plan Canada Pension Plan (CPP) will accept the ‘Currently Enrolled’ letter. The letter must be dated after the start of the academic year. You must: Generate the letter after the start of the academic year/semester.                                                                                                                                             Write “see attached"" in Section B of the Declaration of Attendance at School or University.                                                                                                                                             Submit both the form and the online letter to the government. 2. Specialized or Custom Letter (Charges Apply) If the online letter service does not suffice, you may request a special or customized letter by completing and submitting the Completion of Letter Form with payment to the Registrar’s Office. You may request to have the letter mailed to you or pick it up in person. Please allow a minimum 24-48 hours for processing and be prepared to provide photo identification for your request. 3. In Person or by Fax (Charges Apply) You may request a letter by completing and submitting the Completion of Letter Form with payment to the Registrar’s Office in person or send by fax to (519) 895-1097. Please allow a minimum 24-48 hours for processing and be prepared to provide photo identification for your request. 4. Letter and Documentation Verification Request Form f you require a letter or form to be verified with the Conestoga stamp or seal, you must bring the document(s) to the Registrar’s Office in person for verification and for the stamp or seal to be affixed. Please allow a minimum 24-48 hours for processing and be prepared to provide photo identification for your request. 5. Attention International Students: Select the ‘Currently Enrolled’ letter for applications related to study permit extensions, Temporary Resident Visa’s, U.S. Visas etc. Once you have downloaded the letter, please email internationaloffice@conestogac.on.ca with your student number to request instructions related to Citizenship and Immigration Canada applications. Please Note: If you need a letter related to working in Canada (off-campus, co-op, on-campus) and other Citizenship and Immigration Canada applications and information, please contact"
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,One Card,"All full-time students will require a ONE Card Student Photo ID. The ONE Card is used to gain access to the different services the college provides, such as but not limited to testing, printing and library resources, writing tests/exams, receiving course marks, access open computer labs, borrowing materials from the Library Resource Centre and to gain entry to the Recreation Centre. This card is normally issued in the student's first semester and students are expected to upload their photo. The card is valid for their entire college enrolment                                                                                                                                             Please be prepared to show your ONE Card when accessing college services.                                                                                                                                             Additional information regarding the ONE Card may be found at ONE Card website.                                                                                                                                              Applicable fees will apply for a replacement card."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Part-time studies registration information,"Part-time Studies is not a program. However, it allows a student to register in courses that are normally part of a full-time program without being admitted or registered into that program. Not all courses are available through Part-time Studies and space may be limited in those that are. Registration is based on space availability in the course(s) and prerequisites (if applicable) being met. An individual who is not registered in a program, and is interested in registering for a course or section that is exclusive to a full-time program, will be able to do so beginning one week prior to the term start date, if the course is available. Registration is based on space availability in the course(s) and prerequisites (if applicable) being met. Registration does not guarantee eventual acceptance or readmission into a full-time program and a student cannot graduate from Part-time Studies. Individuals may consider becoming a Part-time Studies student for one of the following reasons: To obtain credit for missed courses                                                                                                                                             To obtain credit for specific courses to apply to future post-secondary                                                                                                                                             To explore program-related courses prior to applying to a college program                                                                                                                                             To study courses for personal interest or to improve workplace skills Part-time course registration begins one week prior to the first day of classes through the Student Portal. To register for courses, you may log in as a student or browse Continuing Education courses to confirm course availability. Part-time Studies students will be expected to pay for courses selected through the portal at time of registration. An individual requesting registration for a course that is not available through their student portal and part of a full-time cohort program must submit a Part-time Studies Course Registration Form. The academic team will review the request to determine eligibility for registration (prerequisites/corequisites/program standards-rules are met), that the course has capacity, and no timetable conflict exists. If approved: the academic team will forward the form to the Registrar’s Office for processing. The Enrolment Officers will add the invoice through held enrolment on the student portal and students will be given 72 hours to pay for the course(s). It is the student’s responsibility to check their portal for registration updates and complete the payment process. If denied: the academic coordinator/academic team will reject the form submitted and a notification will be sent to the student (i.e. no space/course not offered/individual does not meet prerequisite/corequisite.)"
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Supplemental request,"Students who have not successfully completed all of the required courses for the term or the program may be eligible to complete work or write a supplemental assessment in order to complete the requirements of the level or program. Refer to your program handbook for specific details on eligibility, or consult your program coordinator. How to request a supplemental Please note: Faculty must initiate requests for students registered in Continuing Education courses or part-time studies. Full-time students: Log in to the                                                                                                                                              Select the Services tab                                                                                                                                             Under Forms for Students in Full-Time Programs, select the My Forms button                                                                                                                                             Enter your Conestoga email address and network password                                                                                                                                             Select Supplemental Request Choose the session                                                                                                                                             Choose the course                                                                                                                                             Select Submit at the bottom of the form                                                                                                                                             Your request has been sent to faculty for review. If you experience any problems with the form(s), please contact the Registrar’s Office at StudentRecords@conestogac.on.ca. If your request is approved You will receive an email detailing how the supplemental will be completed.                                                                                                                                             Pay the required fee in the Student Portal. Select the Financial tab and then the Program Fees Payment tab. If you have a credit balance on your account that covers the cost of the supplemental, no further payment is required. If your request is denied You will receive an email explaining why your request was denied.                                                                                                                                             If you need more information, follow up directly with the faculty member."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Prior Learning Assessment and Recognition (PLAR),"Prior Learning Assessment and Recognition (PLAR) is a process that involves the recognition and assessment of formal, informal and non-formal or experiential learning acquired through employment, non-credit courses, independent study, conferences and seminars or volunteer activities. For more information about the PLAR process please visit Prior Learning Assessment and Recognition."
https://www.conestogac.on.ca/admissions/registrar-office/terms-definitions,Course hours,"Full-time courses at Conestoga are typically delivered Monday to Sunday, 8 a.m. to 10 p.m. In some instances, classes will be scheduled outside of this time frame, to accommodate course, program, and college requirements."
https://www.conestogac.on.ca/student-financial-services/awards/student-bursaries,Conestoga College Student Assistance Fund (CCSAF) Bursary,"The Conestoga College Student Assistance Fund (CCSAF) Bursary provides financial support to students who demonstrate financial need. CCSAF Bursary eligibility: Be a domestic student enrolled full-time, or part-time if you have a permanent disability and are registered with Accessibility ServicesApply by completing the awards application through the Student Portal Note: Bursary amounts will vary according to your individual assessment. Students who are receiving Better Jobs Ontario funding are not eligible to receive the CCSAF Bursary."
https://www.conestogac.on.ca/student-financial-services/awards/student-bursaries,Student Access Guarantee,"Ontario's Student Access Guarantee states that no qualified Ontario student should be prevented from attending college due to a lack of financial resources. Students who are in high-cost programs and have unmet need for tuition, books, and/or mandatory equipment may qualify for additional support. Student Access Guarantee eligibility: Apply for, and be receiving OSAPBe enrolled in full-time, or part-time if you have a permanent disability and are registered with accessibility services No additional application is necessary. Eligible students will be automatically assessed and will receive a non-repayable bursary toward the end of their academic year. Note: Bursary amounts will vary according to your individual OSAP assessment. Any awards you receive from Conestoga College (including scholarships and bursaries) will be deducted from your Student Access Guarantee funding."
https://www.conestogac.on.ca/student-financial-services/awards/student-bursaries,Indigenous Student Bursary,The Indigenous Student Bursary is awarded to domestic students who demonstrate financial need and self-identify as being an Indigenous person. Recipients must complete the General Awards Application in the winter term and be registered with Indigenous Services to be considered for this bursary.
https://www.conestogac.on.ca/student-financial-services/awards/student-bursaries,First Generation Bursary,"The First Generation Bursary is awarded to domestic students who demonstrate financial need and whose parents have never attended post-secondary studies, inside or outside of Canada. Students must complete the General Awards Application in the winter term to be considered for this bursary."
https://www.conestogac.on.ca/student-financial-services/awards/student-bursaries,Emergency Bursary,"The Emergency Bursary is intended to support students facing a financial emergency during their study period because of events beyond their control. This bursary is not intended to cover the entire cost of an emergency, but to help students recover from the emergency in the short-term. A financial emergency is defined as a crisis which could not have reasonably been budgeted for during the current study period. To be eligible for this bursary, the unanticipated expense(s) must directly impact a student's ability to complete the term. The emergency must have occurred within the past 30 days. Examples of situations that do not qualify for the Emergency Bursary include but are not limited to: Funding shortfalls:Tuition, fees, residence or daily living costs such as rent, transportation, food, etc.Domestic students who have declined government student aid (OSAP)Delay of government-issued funding (OSAP) or sponsor fundingRoutine medical expenses not covered by your health insurance (e.g. over-the-counter medications, replacement glasses or contacts, etc.)Medical expenses when a student has no medical insurance (e.g. international student who arrived in Canada with a pre-existing condition)Claims otherwise covered by insurance, including damages sustained to belongings or merchandisePast debt or clearing debt, including credit cards, bank loans, educational loans, mortgages. etc.Requests to support family members, including parents/guardian or spousesScams or fraud (phone scams, email scams, etc.)Funeral service expensesLawyer feesGambling To be eligible for this bursary you must: be a Canadian citizen, permanent resident, protected person, or international student on a valid study permitbe residing in Ontariobe enrolled in and currently attending a full-time program or have an approved accommodated reduced course loadbe able to provide supporting documentation regarding your emergency, andsubmit your application for assistance within 30 days of when the emergency occurred. Students who are on a co-op or GCM term, completing an apprenticeship, or receiving Better Jobs Ontario funding are not eligible to receive this bursary. If you are facing a genuine financial emergency and meet the above criteria, please contact        emergencybursary@conestogac.on.ca and provide your Conestoga student ID along with a description of your emergency. Additional resources Conestoga College resources Conestoga Students Inc. Food Support (SNAP)           Conestoga Students Inc. Legal Care Program           Health and wellness  (Medical Care, Counselling Services and Mental Health Supports)           Accessible Learning Off-campus resources The Food Bank of Waterloo Region          Starling Housing Services           Women's Crisis Services of Waterloo Region           Ontario Works           Good2Talk (1-866-925-5454)          Here 24/7 (1-844-HERE247)"
https://www.conestogac.on.ca/credit-transfer/transfer,Advanced Standing (Block Exemptions and Pathways),"This process begins        during the application phase. If you have completed a number of post-secondary courses in a related area of study, you may wish to consider applying to Conestoga with advanced standing. Have you completed a program at an Ontario college? A pathway may exist to help you bridge into an advanced diploma or degree at Conestoga. Visit        www.ONTransfer.ca for details on established pathways. When submitting your application through OntarioColleges.ca, indicate the level at which you would be eligible to start, as outlined in the pathway details. No pathway? Compare your previous courses against those courses in the design of your Conestoga program of interest. If you think you have enough similar courses in your academic history to receive direct entry into a level greater than one (i.e. a term beyond first), you may apply with advanced standing through        OntarioColleges.ca. Please request your transcript be sent now and at the end of the term. If you are a current or former Conestoga student and think your previous education may grant you advanced standing, you may apply using the        Advanced Standing Application Form (fees apply). Note: When a student moves from one Conestoga program to another and where course numbers/codes are identical or equivalent, automatic credit is given if the course's passing grades are met."
https://www.conestogac.on.ca/credit-transfer/transfer,Individual Credit Transfers,"The credit transfer process begins        once you have confirmed your acceptance into a Conestoga program. Individual credit transfers may be requested if you believe you have previously completed an equivalent course (or more) at Conestoga or another post-secondary institution. If you are transferring within Conestoga, courses with the same codes and names will automatically transfer over. Once you are enrolled in your new program, please go to your        Student Portal>My Courses>View Progress Report button to see what transferred automatically. To request a credit transfer, please complete the following three steps: Go to the              Student Portal > My Courses > My Credit Transfer and follow the instructions to submit your request.          You will upload the course outline(s) for the courses you previously completed and are using as the basis for exemption.Note:           Course outlines include: course title, number/code, description, learning objectives, topics covered, textbook(s) used, assignments, evaluation scheme, etc. The outline should reflect the term in which you successfully completed the course (i.e., same academic year).You may be able to find your previous course outline at                 ontransfer.ca.          Submit an official transcript from your previous post-secondary institution(s).Note:           Electronic transcripts will be accepted if received                 directly from the source institution by email to                 credittransfer@conestogac.on.ca, through                 MyCreds, or with your Ontario Colleges application (if applicable).Officially printed transcripts must be submitted by                 mail or in person in the original sealed envelope from the source institution. Opened copies, as well as those that have been photocopied/printed/scanned, will not be accepted.                 International transcripts must be formally assessed. Conestoga College provides credential assessments. To request an assessment, applicants can complete the                 Assessment of International Credentials for Admissions and Credit Transfer online form. These assessments are for use at Conestoga only, and all documents must be translated into English before evaluation. If applicants require a more diverse assessment, they should have an                 ICAS or                 WES evaluation completed. We require the official course-by-course assessment report sent electronically from the credential assessment service or mailed in the original sealed envelope.                                  Need help? Watch the              Credit Transfer Request - Instructions video.You can track the progress of your credit transfer request on the              Student Portal, so remember to check it regularly for information.    If you do not have an official sealed transcript (as described above), please request your previous institution(s) to mail one to:             Attn: Credit Transfer Office Conestoga College ITAL Office of the Registrar 299 Doon Valley Drive Kitchener, ON N2G 4M4Requests are forwarded to the Academic Team for review and students are notified of the decision(s) through their Conestoga email account. It is highly recommended that students submit credit transfer requests before the start of a term.    Transferring credits may result in a part-time status which may affect OSAP funding or international student status. Full-time student fees are not affected unless a student drops to part-time status. Requests must be made before the refund deadline to be eligible for any possible tuition refund.    If you have not completed courses at a recognized post-secondary institution but have significant life and/or work experience and wish to earn credits towards a credential, the              Prior Learning Assessment and Recognition (PLAR) process may be an option for you.    Please review the              Credit Transfer Policy."
https://www.conestogac.on.ca/credit-transfer/plar,How does PLAR work?,"Since prior learning must be measurable at the college level and meet Conestoga’s standards of achievement for current courses, your prior learning will be assessed through a challenge exam or portfolio. Your challenge exam or portfolio will be assessed and graded by experienced faculty. This grade will appear on your official Conestoga transcript (PLAR does not result in an exemption). PLAR is done on a course-by-course basis as not all courses are PLAR eligible. You can earn up to 75 per cent of your credits through PLAR and the other 25 per cent must come from college courses. Only one attempt per course is available through PLAR. NOTE: An exam is the only method available to receive credit for a computer course. Portfolios are not acceptable."
https://www.conestogac.on.ca/credit-transfer/plar,Who is eligible?,"Mature learners, that are 19 years of age or have an Ontario Secondary School Diploma (OSSD), with significant life or work experience are eligible to apply. If you can answer yes to these statements, please consider applying: I have at least one year of extensive experience in one field (gained through work, volunteer, and/or leisure activities)I have a broad range of experiences in a specific fieldI have colleagues and supervisors who can attest to my learning if necessaryI have college-level learning that can be measured PLAR is not available for: registered students looking to obtain credits for failed Conestoga courses or to clear academic deficienciescurrent students looking to upgrade marks for completed Conestoga coursesthose pursuing Better Jobs Ontario. PLAR is an assessment of an individual’s learning and is not considered to be upgrading or training as defined by Better Jobs Ontario. Obtaining credits through the PLAR could affect client's eligibility for funding.Applicants that are hoping to obtain credits through the PLAR process to guarantee entrance into a program. Only ONE attempt per course is allowed through PLAR. Successful completion of a PLAR assessment results in a credit on a Conestoga transcript. A failed attempt would require the student to take the course."
